STATE,HOSPITAL,CITY,ZIPCODE,CERT_DESIGNATION,CERT_ORG,OBJECTID,HOSPITAL_LAT,HOSPITAL_LONG,
North Dakota,Towner County Medical Center,Cando,58324,Acute Stroke Ready Hospital,State,1287,48.49258,-99.21092,
North Dakota,Tioga Medical Center,Tioga,58852,Acute Stroke Ready Hospital,State,1308,48.40262,-102.93483,
North Dakota,St. Andrew's Health Center,Bottineau,58318,Acute Stroke Ready Hospital,State,1285,48.829,-100.44913,
North Dakota,St. Aloisius Medical Center,Harvey,58341,Acute Stroke Ready Hospital,State,1295,47.76724,-99.93249,
North Dakota,Southwest Healthcare Services,Bowman,58623,Acute Stroke Ready Hospital,State,1286,46.18419,-103.40656,
North Dakota,Sanford Medical Center Fargo,Fargo,58122,Comprehensive Stroke Center,The Joint Commmission,1278,46.84551,-96.8768,
North Dakota,Sanford Medical Center Bismarck,Bismarck,58501,Primary Stroke Center,The Joint Commmission,1282,46.80811,-100.78227,
North Dakota,Sanford Mayville Medical Center,Mayville,58257,Acute Stroke Ready Hospital,State,1302,47.50066,-97.31728,
North Dakota,Sakakawea Medical Center,Hazen,58545,Acute Stroke Ready Hospital,State,1296,47.29841,-101.61099,
North Dakota,Presentation Medical Center,Rolla,58367,Acute Stroke Ready Hospital,State,1305,48.86222,-99.61508,
North Dakota,Pembina County Memorial Hospital,Cavalier,58220,Acute Stroke Ready Hospital,State,1289,48.79231,-97.6185,
North Dakota,Mountrail Medical Center,Stanely,58784,Acute Stroke Ready Hospital,State,1307,48.31269,-102.38682,
North Dakota,McKenzie County Healthcare System,Watford City,58854,Acute Stroke Ready Hospital,State,1315,47.80357,-103.27145,
North Dakota,Lisbon Area Health Services,Lisbon,58054,Acute Stroke Ready Hospital,State,1301,46.438375,-97.68144,
North Dakota,Linton Hospital,Linton,58552,Acute Stroke Ready Hospital,State,1300,46.27182,-100.23349,
North Dakota,Jamestown Regional Medical Center,Jamestown,38556,Acute Stroke Ready Hospital,State,1298,46.8899,-98.74686,
North Dakota,Innovis Health,Fargo,58103,Comprehensive Stroke Center,DNV GL,1279,46.86776,-96.795665,
North Dakota,Heart of America Medical Center,Rugby,58368,Acute Stroke Ready Hospital,State,1306,48.3639,-99.99728,
North Dakota,First Care Health Center,Park River,58270,Acute Stroke Ready Hospital,State,1304,48.39947,-97.74397,
North Dakota,CHI St. Joseph Health,Dickinson,58601,Acute Stroke Ready Hospital,State,1291,46.884675,-102.7825,
North Dakota,CHI St. Alexius Mercy Medical Center,Williston,58801,Acute Stroke Ready Hospital,State,1316,48.15128,-103.62913,
North Dakota,CHI St. Alexius Health Turtle Lake Hospital,Turtle Lake,58575,Acute Stroke Ready Hospital,State,1309,47.51828,-100.89448,
North Dakota,CHI St. Alexius Garrison,Garrison,58540,Acute Stroke Ready Hospital,State,1293,47.64852,-101.41048,
North Dakota,CHI St. Alexius Devils Lake,Devils Lake,58301,Acute Stroke Ready Hospital,State,1290,48.11557,-98.84982,
North Dakota,CHI St. Alexius Carrington,Carrington,58421,Acute Stroke Ready Hospital,State,1288,47.45453,-99.12307,
North Dakota,CHI St. Alexius,Bismarck,58501,Primary Stroke Center Plus,DNV GL,1283,46.80698,-100.77783,
North Dakota,CHI Oakes Hospital,Oakes,58474,Acute Stroke Ready Hospital,State,1303,46.15022,-98.08945,
North Dakota,CHI Mercy Health Valley City,Valley City,58072,Acute Stroke Ready Hospital,State,1314,46.92836,-97.9936,
North Dakota,CHI Jacobson Memorial Hospital,Elgin,58533,Acute Stroke Ready Hospital,State,1292,46.40709,-101.84172,
North Dakota,Cavalier County Memorial,Langdon,58249,Acute Stroke Ready Hospital,State,1299,48.76205,-98.36622,
North Dakota,Ashley Medical Center,Ashley,58413,Acute Stroke Ready Hospital,State,1284,46.04019,-99.37174,
North Dakota,Altru Health System,Grand Forks,58206,Primary Stroke Center,The Joint Commmission,1280,47.90943,-97.06803,
Ohio,Wooster Community Hospital,Wooster,44691,Primary Stroke Center,DNV GL,1451,40.82113,-81.93413,
Ohio,Western Reserve Hospital,Cuyahoga Falls,44223,Primary Stroke Center,HFAP,1449,41.132,-81.5107,
Ohio,West Medical Center,Willoughby,44094,Primary Stroke Center,The Joint Commission,1443,41.62519,-81.43257,
Ohio,West Chester Hospital,West Chester,45069,Primary Stroke Center,The Joint Commission,1389,39.3583,-84.36785,
Ohio,Upper Valley Medical Center,Troy,45373,Acute Stroke Ready Hospital             ,The Joint Commission,1373,40.08658,-84.22344,
Ohio,University of Toledo Medical Center,Toledo,43614,Primary Stroke Center,The Joint Commission,1325,41.6193,-83.61615,
Ohio,University of Cincinnati Medical Center,Cincinnati,45219,Comprehensive Stroke Center,The Joint Commission,1417,39.13737,-84.50347,
Ohio,University Hospitals St. John Medical Center,Westlake,44145,Primary Stroke Center,The Joint Commission,1534,41.43653,-81.94451,
Ohio,University Hospitals Parma Medical Center,Parma,44129,Primary Stroke Center,The Joint Commission,1583,41.3819,-81.73079,
Ohio,University Hospitals Geauga Medical Center,Chardon,44024,Primary Stroke Center,The Joint Commission,1576,41.50938,-81.1894,
Ohio,University Hospitals Cleveland Medical Center,Cleveland,44106,Comprehensive Stroke Center,The Joint Commission,1403,41.50684,-81.60669,
Ohio,University Hospitals Ahuja Medical Center,Beachwood,44122,Primary Stroke Center,The Joint Commission,1400,41.4674319,-81.5376643,
Ohio,Union Hospital,Dover,44622,Primary Stroke Center,The Joint Commission,1594,40.51380505,-81.45507493,
Ohio,UH Richmond Medical Center,Richmond Heights,44143,Primary Stroke Center,The Joint Commission,1392,41.5809,-81.48883,
Ohio,UH Portage Medical Center,Ravenna,44266,Primary Stroke Center,The Joint Commission,1323,41.17695,-81.24612,
Ohio,UH Elyria Medical Center,Elyria,44035,Primary Stroke Center,The Joint Commission,1595,41.36713,-82.09732,
Ohio,UH Bedford Medical Center,Bedford,44146,Primary Stroke Center,The Joint Commission,1439,41.39495,-81.53483,
Ohio,TriPoint Medical Center,Concord Township,44077,Primary Stroke Center,The Joint Commission,1312,41.66444,-81.24511,
Ohio,The MetroHealth System,Cleveland,44109,Acute Stroke Ready Hospital             ,The Joint Commission,1318,41.46287575,-81.69956256,
Ohio,Sycamore Hospital,Miamisburg,45342,Primary Stroke Center,HFAP,1447,39.64157,-84.283465,
Ohio,Summa Health System,Akron,44309,Thrombectomy Capable Stroke Center,The Joint Commission,1434,41.0653347,-81.520488,
Ohio,St. Luke's Hospital,Maumee,43537,Primary Stroke Center,DNV GL,1444,41.5586,-83.68155,
Ohio,Southwest General Health Center,Middleburg Heights,44130,Primary Stroke Center,The Joint Commission,1573,41.36979,-81.83235,
Ohio,Southview Medical Center,Dayton,45459,Primary Stroke Center,HFAP,1453,39.63507,-84.20389,
Ohio,Southview Hospital & Family Health Center,Centerville,45459,Primary Stroke Center,HFAP,1445,39.64366499,-84.13837165,
Ohio,Soin Medical Center,Beavercreek,45431,Primary Stroke Center,HFAP,1441,39.77096,-84.06215,
Ohio,Riverside Methodist Hospital,Columbus,43214,Comprehensive Stroke Center,The Joint Commission,1408,40.03044,-83.0337,
Ohio,ProMedica Toledo Hospital,Toledo,43606,Comprehensive Stroke Center,The Joint Commission,1401,41.67223,-83.59527,
Ohio,ProMedica Flower Hospital,Sylvania,43560,Primary Stroke Center,The Joint Commission,1328,41.7096,-83.69154,
Ohio,Preble County Medical Center,Eaton,45320,Stroke Ready,HFAP,1458,39.74632,-84.634745,
Ohio,OhioHealth Mansfield Hospital,Mansfield,44903,Primary Stroke Center,The Joint Commission,1598,40.75264,-82.52807,
Ohio,Ohio State University Wexner Medical Center,Columbus,43210,Comprehensive Stroke Center,The Joint Commission,1406,39.99493,-83.01756,
Ohio,Ohio State University Hospitals,Columbus,43205,Primary Stroke Center,The Joint Commission,1586,39.97063,-82.96204,
Ohio,Mount Carmel St. Ann's,Westerville,43081,Primary Stroke Center,The Joint Commission,1585,40.11445,-82.94634,
Ohio,Mount Carmel Grove City,Grove City,43213,Primary Stroke Center,The Joint Commission,1589,39.85325,-83.0756,
Ohio,Mount Carmel East,Columbus,43213,Comprehensive Stroke Center,The Joint Commission,1404,39.97755,-82.84295,
Ohio,Miami Valley Hospital South,Centerville,45459,Acute Stroke Ready Hospital             ,The Joint Commission,1204,39.65272,-84.11404,
Ohio,Miami Valley Hospital,Dayton,45409,Comprehensive Stroke Center,The Joint Commission,1413,39.74385,-84.1875,
Ohio,MetroHealth Medical Center,Cleveland,44109,Comprehensive Stroke Center,The Joint Commission,1427,41.46195,-81.69706,
Ohio,Mercy Medical Center - Canton,Canton,44708,Primary Stroke Center,The Joint Commission,1575,40.81229,-81.39694,
Ohio,Mercy Health St. Elizabeth's Health Center,Youngstown,44501,Primary Stroke Center,The Joint Commission,1597,41.098675,-80.64741,
Ohio,Mercy Health - West Hospital,Cincinnati,45211,Acute Stroke Ready Hospital             ,The Joint Commission,1202,39.17995,-84.59579,
Ohio,Mercy Health - West Hospital,Cincinnati,45211,Primary Stroke Center,The Joint Commission,1582,39.17995,-84.59579,
Ohio,Mercy Health - St. Vincent Medical Center,Toledo,43608,Comprehensive Stroke Center,The Joint Commission,1398,41.66814,-83.54163,
Ohio,Mercy Health - St. Rita's Medical Center,Lima,45801,Primary Stroke Center,The Joint Commission,1593,40.74098,-84.11852,
Ohio,Mercy Health - St. Charles Hospital,Oregon,43616,Primary Stroke Center,The Joint Commission,1326,41.63518,-83.48586,
Ohio,Mercy Health - Rookwood Medical Center,Cincinnati,45209,Acute Stroke Ready Hospital             ,The Joint Commission,1322,39.156755,-84.42419,
Ohio,Mercy Health - Regional Medical Center,Lorain,44053,Primary Stroke Center,The Joint Commission,1330,41.438,-82.23562,
Ohio,Mercy Health - Queen City Medical Center,Cincinnati,45238,Acute Stroke Ready Hospital,The Joint Commission,1435,39.1359,-84.60509,
Ohio,Mercy Health - Mt. Orab Medical Center,Mount Orab,45154,Acute Stroke Ready Hospital,The Joint Commission,1395,39.026225,-83.91966,
Ohio,Mercy Health - Harrison Medical Center,Harrison,45030,Acute Stroke Ready Hospital             ,The Joint Commission,1436,39.26202,-84.81534,
Ohio,Mercy Health - Fairfield Hospital,Fairfield,45014,Primary Stroke Center,The Joint Commission,1432,39.31234,-84.51743,
Ohio,Mercy Health - Clermont Hospital,Batavia,45103,Acute Stroke Ready Hospital             ,The Joint Commission,1319,39.07955,-84.14648,
Ohio,Mercy Health - Anderson Hospital,Cincinnati,45255,Primary Stroke Center,The Joint Commission,1581,39.08584,-84.34912,
Ohio,Medina Hospital,Medina,44256,Primary Stroke Center,The Joint Commission,1600,41.13843,-81.83683,
Ohio,Marymount Hospital,Garfield Heights,44125,Primary Stroke Center,The Joint Commission,1590,41.43421558,-81.62591993,
Ohio,Marrietta Memorial Hospital,Marietta,45750,Primary Stroke Center,HFAP,1450,39.43072,-81.46486,
Ohio,Marion General Hospital,Marion,43302,Primary Stroke Center,The Joint Commission,1599,40.57209,-83.12876,
Ohio,Madison County Community Hospital,London,43140,Acute Stroke Ready Hospital             ,The Joint Commission,1331,39.88728,-83.44719,
Ohio,Lima Memorial Health System,Lima,45804,Primary Stroke Center,The Joint Commission,1592,40.73583,-84.0863,
Ohio,Kettering Medical Center,Kettering ,45429,Comprehensive Stroke Center,HFAP,1438,39.69688,-84.19247,
Ohio,Kettering Health Network Emergency Middletown,Middletown,45005,Stroke Ready,HFAP,1457,39.52384432,-84.33675927,
Ohio,Kettering Health Network Emergency Franklin,Franklin,45005,Stroke Ready,HFAP,1456,39.5607173,-84.2843524,
Ohio,Joint Township District Memorial Hospital,Saint Marys,45885,Acute Stroke Ready Hospital             ,DNV GL,1437,40.54513,-84.36999,
Ohio,Jewish Hospital,Cincinnati,45236,Thrombectomy Capable Stroke Center,The Joint Commission,1421,39.20648,-84.38152,
Ohio,Huber Health Center,Huber Heights,45424,Stroke Ready,HFAP,1455,39.87928,-84.13759,
Ohio,Hillcrest Hospital,Mayfield Heights,44124,Thrombectomy Capable Stroke Center,The Joint Commission,1412,41.51775143,-81.45219532,
Ohio,Greene Memorial Hospital,Xenia,45385,Stroke Ready,HFAP,1454,39.70035,-83.9273,
Ohio,Grant Medical Center,Columbus,43215,Primary Stroke Center,The Joint Commission,1588,39.96017,-82.99226,
Ohio,Grandview Hospital,Dayton,45405,Primary Stroke Center,HFAP,1446,39.77203,-84.20028,
Ohio,Good Samaritan Hospital Western Ridge,Cincinnati,45247,Acute Stroke Ready Hospital             ,The Joint Commission,1321,39.1878053,-84.6080303,
Ohio,Good Samaritan Hospital,Cincinnati,45220,Comprehensive Stroke Center,The Joint Commission,1424,39.14003,-84.5206,
Ohio,Genesis Hospital,Zanesville,43701,Primary Stroke Center,HFAP,1448,39.958845,-82.0095,
Ohio,Fort Hamilton Hospital,Hamilton,45013,Primary Stroke Center,HFAP,1452,39.41521,-84.57367,
Ohio,Fisher-Titus Medical Center,Norwalk,44857,Primary Stroke Center,HFAP,1442,41.22628,-82.60497,
Ohio,Firelands Regional Medical Center,Sandusky,44870,Primary Stroke Center,HFAP,1440,41.44597,-82.70985,
Ohio,Fairview Hospital,Cleveland,44111,Thrombectomy Capable Stroke Center,The Joint Commission,1418,41.45024,-81.82381,
Ohio,Fairfield Medical Center,Lancaster,43130,Primary Stroke Center,The Joint Commission,1591,39.7175,-82.57772,
Ohio,Euclid Hospital,Euclid,44119,Primary Stroke Center,The Joint Commission,1580,41.59881,-81.54913,
Ohio,Doctors Hospital,Columbus,43228,Primary Stroke Center,The Joint Commission,1587,39.9524,-83.13779,
Ohio,Diley Ridge Medical Center,Canal Winchester,43110,Acute Stroke Ready Hospital             ,The Joint Commission,1393,39.85069,-82.78378,
Ohio,Community Mercy Health Partners,Springfield,45504,Primary Stroke Center,The Joint Commission,1324,39.9446691,-83.8136539,
Ohio,Clinton Memorial Hospital,Wilmington,45177,Acute Stroke Ready Hospital             ,The Joint Commission,1388,39.44439,-83.83953,
Ohio,Cleveland Clinic South Pointe Hospital,Warrensville Heights,44122,Primary Stroke Center,The Joint Commission,1584,41.44818,-81.53777,
Ohio,Cleveland Clinic Avon Hospital,Avon,44011,Primary Stroke Center,The Joint Commission,1409,41.45332,-82.006968,
Ohio,Cleveland Clinic,Cleveland,44195,Comprehensive Stroke Center,The Joint Commission,1415,41.50456,-81.62173,
Ohio,Christ Hospital,Cincinnati,45219,Primary Stroke Center,The Joint Commission,1579,39.12016,-84.50888,
Ohio,Blanchard Valley Health System,Findlay,45840,Acute Stroke Ready Hospital             ,The Joint Commission,1313,41.0163,-83.65091,
Ohio,Blanchard Valley Health System,Findlay,45840,Primary Stroke Center,The Joint Commission,1596,41.0163,-83.65091,
Ohio,Bethesda Hospital,Cincinnati,45242,Primary Stroke Center,The Joint Commission,1578,39.25145,-84.34141,
Ohio,Bethesda Butler Hospital,Hamilton,45011,Acute Stroke Ready Hospital            ,The Joint Commission,1396,39.37836,-84.5133,
Ohio,Bethesda Arrow Springs,Lebanon,45036,Acute Stroke Ready Hospital             ,The Joint Commission,1320,39.39478,-84.20934,
Ohio,Bay Park Community Hospital,Oregon,43616,Primary Stroke Center,The Joint Commission,1372,41.642245,-83.48441,
Ohio,Aultman Hospital,Canton,44710,Primary Stroke Center,The Joint Commission,1574,40.79679,-81.40426,
Ohio,Atrium Medical Center,Middletown,45005,Primary Stroke Center,The Joint Commission,1206,39.49844,-84.31378,
Ohio,Ashtabula County Medical Center,Ashtabula,44004,Primary Stroke Center,The Joint Commission,1327,41.88031,-80.79497,
Ohio,Akron General Medical Center,Akron,44307,Thrombectomy Capable Stroke Center,The Joint Commission,1429,41.07806,-81.53282,
Ohio,Adena Regional Medical Center,Chillicothe,45601,Primary Stroke Center,The Joint Commission,1577,39.39812467,-82.97020723,
Oklahoma,Stillwater Medical Center,Stillwater,74074,Primary Stroke Center,DNV GL,1462,36.11504,-97.0744,
Oklahoma,Saint Francis Hospital,Tulsa,74136,Comprehensive Stroke Center,DNV GL,1464,36.07312,-95.91817,
Oklahoma,McAlester Regional Health Center,Mcalester,74501,Primary Stroke Center,DNV GL,1461,34.93669,-95.75092,
Oklahoma,INTEGRIS Baptist Medical Center,Oklahoma City,73112,Comprehensive Stroke Center,DNV GL,1463,35.52914,-97.57598,
Oklahoma,Hillcrest Medical Center,Tulsa,74104,Comprehensive Stroke Center,DNV GL,1460,36.14687,-95.9684,
Oklahoma,Hillcrest Hospital South,Tulsa,74133,Primary Stroke Center,DNV GL,1459,36.03539,-95.86344,
Oregon,Samaritan Albany General Hospital,Albany,97321,Primary Stroke Center,DNV GL,1207,44.63177,-123.11619,
